"Quarter","ipr","sr","su","pr","y"
1983 Q1,1.12084315444889,7.775576691,3.7910677028453,-0.0680966999416555,2.0609300677437
1983 Q2,2.21802264862547,9.699759934,19.5665841618309,1.25234332636914,2.99032768639993
1983 Q3,3.35722184484655,1.539772228,-0.364830758547541,1.17038620716325,3.03629791538764
1983 Q4,2.58254929336128,0.218393584,0.364830758547541,0.893601842386804,2.82029974186653
1984 Q1,2.90360114329045,-3.30499823,8.34544394987855,1.11403511261381,2.94326144038131
1984 Q2,1.5410175840576,-2.924081572,-2.99240280573523,1.06952891167476,2.56521832263257
1984 Q3,0.682448914468514,2.998784607,2.35385249285276,1.09010377338148,1.8446377803464
1984 Q4,0.0488395715498413,2.890335071,-4.02461881999692,0.730741933178614,1.56210037222522
1985 Q1,0.335600507277345,6.961191338,-0.527891424728288,0.631116010871757,1.94825919348371
1985 Q2,0.0706537820477138,4.223191321,-0.17658489490584,1.21933666415259,1.51835368461448
1985 Q3,-0.142700092455339,2.042327862,-1.56754189401829,0.712187558921862,2.11686316291395
1985 Q4,0.564181969739863,4.189470351,-1.92139316707038,0.890806074975181,1.29821466120372
1986 Q1,0.599629290708137,11.04880104,4.78833876974365,0.213838480751605,1.42540584788566
1986 Q2,-0.593257763302191,9.111485919,1.28273556365128,-0.213838480751605,0.827245016450107
1986 Q3,0.401133933507936,0.249718151,-2.0181617464198,0.731264684628652,1.36195569041053
1986 Q4,1.12961803187748,0.984213839,-2.99701346302772,0.54496047675654,1.07840017530485
1987 Q1,1.30550854574825,13.76797824,-1.71693715353403,1.11095572890534,1.37593839970052
1987 Q2,1.7746306652576,4.88923361,1.46308388937859,1.30526919900262,1.76329535123951
1987 Q3,1.86666476409769,8.412171605,2.26180885877723,1.14286958236223,1.61797576771683
1987 Q4,2.3559872721453,-22.18867742,-8.32427104042068,0.841438302749165,2.49572495580406
1988 Q1,0.909852735229855,1.080116036,6.64175417092183,0.604927669279043,1.29702495729642
1988 Q2,0.870003914610873,1.836864446,1.32689771804984,1.25572426296809,2.27349482829471
1988 Q3,0.366468772827577,1.325783582,2.60211587226458,1.32414950655937,1.77222518701168
1988 Q4,0.710903853054745,3.025888406,-3.20958602691164,1.03021933035174,2.18451380702493
1989 Q1,0.469263056328817,5.53883753,3.03588440255256,1.101939524961,2.04839785206925
1989 Q2,-0.381361161911453,7.619184133,-5.28316998775846,1.63047090249435,1.81976585880417
1989 Q3,-0.621121017431125,8.705354654,1.67215819114244,0.805373480709726,1.46630255345261
1989 Q4,0.387084676571003,0.931212559,-0.759909573216966,0.957963685681396,0.906653142900993
1990 Q1,0.72913639890988,-2.581760737,-0.546349929421286,1.7067501080513,2.15954467134072
1990 Q2,0.701903264683601,3.853128005,-0.365898688504185,1.01024042714144,1.47605147568317
1990 Q3,0.40608291111166,-4.059242782,-13.899244379374,1.71206430455282,0.92004553084184
1990 Q4,-1.54830131450385,-5.923993799,-19.4697742566885,1.60847901072056,-0.172764276532078
1991 Q1,-1.8955001717706,10.69154766,14.0607119356588,0.819371437030902,0.505735713338673
1991 Q2,0.570995465899227,7.221969475,7.41079721537217,0.591717702808836,1.50773615028683
1991 Q3,1.42289119703527,1.804203267,2.32616079221533,0.783549552394902,1.28237042761867
1991 Q4,0.205136222784397,0.402821423,-13.9600600006303,0.753253470436555,0.939874736111435
1992 Q1,-0.121212461971787,6.223052281,-1.54244703256321,0.699556585854388,1.5610832427166
1992 Q2,1.79569785462963,-0.464779335,10.9215534300641,0.813985820655638,1.67780361657499
1992 Q3,0.784036971686497,1.706434128,-3.65553494741011,0.783758910492516,1.4708407976384
1992 Q4,1.01326352024458,1.562482135,8.91990829595226,0.70721652613619,1.72357514660462
1993 Q1,0.910447999710584,4.400948127,4.7721216980527,0.842110239640803,0.725656419081666
1993 Q2,0.19943844229493,0.620442455,-5.65743935174119,0.765753828844407,1.17415536339927
1993 Q3,0.379533543291011,1.791437932,-6.34073906945964,0.392202602181779,1.06872395907889
1993 Q4,1.55007875054567,2.334550901,8.22267649300832,0.688391887809914,1.89472498362147
1994 Q1,1.22403697731857,1.05875537,10.1385947627492,0.638251539816981,1.44260675725594
1994 Q2,1.80975678508064,-3.921688066,-0.863936259070819,0.634203711210723,1.82812041714673
1994 Q3,1.26729753556294,2.181901589,-1.60353290132917,0.876705626589303,1.1544093816374
1994 Q4,2.00581138321256,-0.242213047,2.6107356605495,0.468907859284062,1.68014165442454
1995 Q1,1.03718283529126,4.351799504,1.28024508203763,0.820858741155117,0.894690068164294
1995 Q2,0.311746129832624,8.758060298,-2.8675799976666,0.879900089625796,0.77742414050288
1995 Q3,0.962671141355464,7.412874768,1.62311949285829,0.437063632810908,1.33816440915382
1995 Q4,0.807229285488642,5.573899992,-3.68050286188906,0.478573895787715,1.15765621011032
1996 Q1,0.681222326390518,6.370912006,0.776487539772663,0.907329620567499,1.22604526611134
1996 Q2,2.12998540416534,3.458568068,1.09891215755953,0.984386292653028,2.06747589527136
1996 Q3,1.29432018271594,0.188923856,3.64847333344063,0.530955903835473,1.21959551422606
1996 Q4,1.36750004092754,9.496997357,2.73704943020316,0.717605443320313,1.56627688809667
1997 Q1,1.87757114452678,7.799505327,1.52622938825386,0.670721441301847,1.2379097232003
1997 Q2,1.41748778040167,4.819792817,3.95960666695085,0.396122690390577,1.85024601229049
1997 Q3,2.31146283938868,12.1573556,2.68129691946752,0.394559747667156,1.67622304456252
1997 Q4,2.50937505744417,2.278780418,-0.822269022576716,0.393009089989693,1.18293417903796
1998 Q1,1.12511270766298,7.267016191,2.69439858339764,0.268013767276187,1.14078814978154
1998 Q2,0.668828932471222,8.123263941,-0.838123794859591,0.533882171591582,1.15742449425511
1998 Q3,0.754275346033051,-2.240566207,-3.26339746188262,0.388350002639726,1.67379627313835
1998 Q4,1.36936765472164,3.312590064,-3.24034240546593,0.346197270728155,1.87779803553401
1999 Q1,1.10746068497685,11.67222775,5.53270639565966,0.385513310978514,1.25836213433725
1999 Q2,0.941988291703755,5.340812069,0.314268014782026,0.967359417837876,1.20952634263478
1999 Q3,0.898207216499625,0.924040605,-0.314268014782026,0.619816040074905,1.66992241892672
1999 Q4,1.76265986734379,2.364691978,-0.599843945392831,0.615997973679683,2.18056564472953
2000 Q1,0.991246686195346,3.285981598,4.51949398252811,0.985618071501104,1.02511415553774
2000 Q2,1.22268884521013,1.855370872,-1.24868380475478,1.05366828481293,2.4252272559508
2000 Q3,-0.0687236635718236,2.010983679,-1.20241929668019,0.79265760601297,0.68506923490137
2000 Q4,-0.275115804636794,-7.720751543,-3.34310540087976,0.537738956623279,1.13309023363488
2001 Q1,-1.23640659966799,-7.047915158,-11.9066732880161,0.953114344465433,0.329925117415009
2001 Q2,-1.26757934572321,-3.117100077,-1.38234285585552,1.03803895186712,1.22235693688086
2001 Q3,-1.38074839852909,-6.748385689,-2.71039424191919,0.131344422672441,-0.00924658278105284
2001 Q4,-1.10096931067254,-3.379581137,-3.9536909167329,-0.281663879763716,0.587484758215595
2002 Q1,0.71853714318042,1.499165676,8.98135032244234,0.356640453098045,1.1475149310435
2002 Q2,1.53354286991014,-5.637691831,1.0325888436582,1.08089013582902,0.959448012397068
2002 Q3,0.6170976453995,-17.81846204,-7.53894817836445,0.425414495280485,0.883164188576657
2002 Q4,-0.054202687358984,-1.005645697,-4.01378639360059,0.313277691026936,0.702124358521949
2003 Q1,0.625203729988222,-2.949711677,-4.72208196941448,1.00687349482671,1.01366419227027
2003 Q2,-0.747995139264734,8.592828507,11.0018263411424,0.363636764338349,1.23306269341956
2003 Q3,0.665331166514971,6.439147993,0.0373343293491146,0.488821467600697,2.21957774520369
2003 Q4,0.962725210747362,5.45362009,2.94247046726772,0.0180586907940317,1.76161078357175
2004 Q1,0.707594815115886,6.966221938,6.35412861154414,0.898801664594462,1.27630898361879
2004 Q2,0.568005886783762,-0.840022156,-4.87901641694322,1.42148804337188,1.57571853849845
2004 Q3,0.560561735417231,-1.732172928,2.39955055562158,0.352237067250627,1.57666496687519
2004 Q4,1.41278472392559,5.184676367,-1.8297484441578,0.595970212697861,1.7872765077211
2005 Q1,1.38427617082133,2.4885204,0.212841513482598,0.62717975620652,1.89827202745381
2005 Q2,0.56065815701869,-0.84028585,-4.19743236820258,1.32840735485358,1.20959318915084
2005 Q3,-0.425539456182822,3.508066217,-3.03906337050091,1.20945175832112,1.6880008311837
2005 Q4,0.908659969941006,0.512815404,-5.96489075043083,0.506672254334806,1.37201726371998
2006 Q1,0.945111211247962,4.231668635,7.58971395140984,0.537635703638095,2.04257951968785
2006 Q2,0.589665206549217,-0.221742406,-5.94540178853222,1.67819839522583,1.12797851659128
2006 Q3,0.395465961666641,0.584289599,0.278053803772771,0.558660670863986,0.845397737439235
2006 Q4,0.244086693554646,7.498458652,9.5634673686857,-0.855690592217329,1.21372704063383
2007 Q1,1.01208454855266,2.541601603,-0.288808865007351,1.01401186350039,1.2464481672712
2007 Q2,1.15058452320156,4.9843240498368,-5.92020982912018,1.89917995327837,1.30292387161646
2007 Q3,0.0913135325666836,-0.516480791121854,-1.35163285759914,0.275548726754948,1.11879843240708
2007 Q4,0.32892199581136,0.420873742696237,-10.0963767336054,0.70869735270227,1.0310559445708
2008 Q1,-0.249217889385811,-10.2030268246291,-6.1189297344689,1.13036092326055,-0.0579166421710298
2008 Q2,-1.52242325085608,1.5403540216079,-20.1433064943308,2.17159394335198,1.07644562790874
2008 Q3,-3.35930952913159,-9.12360068145528,8.41643003190873,1.15634384639423,0.223741639532093
2008 Q4,-4.37139804959195,-31.6902117052199,-11.7140568560722,-2.86930302510724,-1.97103985074207
2009 Q1,-5.80631508585565,-12.1466665665412,1.03508687236564,-0.498875391552467,-1.22117514844788
2009 Q2,-2.80841385122574,9.99916682266768,15.7414390296091,1.05472055305942,-0.344757818342423
2009 Q3,1.66886931624814,10.9354343416579,0.292825977908873,0.67677667318744,0.469274001171627
2009 Q4,1.54870605611892,8.92664906700213,2.55005398258215,0.200986475604825,1.39085464786941
2010 Q1,1.9038859685927,3.15264150242056,5.13883017506922,0.400611532962092,0.770751322888863
2010 Q2,1.92879264565793,0.973432952368469,0.0902120043138055,0.473947245270345,1.44957608206262
2010 Q3,1.31811120682004,-3.43740375832207,-7.92540196714127,0.0932070470881285,1.07175231937919
2010 Q4,0.417453868236617,9.42432108151738,4.25189433460913,0.294482295689402,1.10254674047408
2011 Q1,0.535849713922865,7.8172155394137,2.49435564829152,1.25689031126024,0.273794938201988
2011 Q2,0.397586671407346,1.20601723536486,-1.65597160390183,1.72828955563737,1.33355424558417
2011 Q3,1.10897462819466,-7.32079960200318,-18.6039033194088,0.407685815136993,0.577731889801214
2011 Q4,1.02425823628938,0.0312393928054711,8.25320861855836,-0.152171492574649,1.23583266686751
2012 Q1,0.982403134815613,9.57308841516724,15.282705289675,0.79249014107452,1.41988249646072
2012 Q2,0.618189635547406,0.0663230034494866,1.05402820354321,0.824126467813624,0.857052853130469
2012 Q3,-0.00711897484331203,3.7281055099931,-1.76293679932504,0.219087974914167,0.691288079024943
2012 Q4,0.498947423115315,1.21979503403571,5.74547979559297,0.0360339765220985,0.616239721965428
2013 Q1,0.758656980724748,6.539647274177,-3.50313479980047,0.588594256182251,1.37758203818326
2013 Q2,0.452191064092755,6.11761931489543,6.31789016215318,0.539522567879125,0.48235884076675
2013 Q3,0.404456925224306,3.98613524475362,-0.122524009610103,0.377266794369291,1.3369208723768
2013 Q4,0.676805089918542,5.44468633456647,-5.84814358146817,-0.279457765834579,1.39510256314228
2014 Q1,0.67823925100452,3.67479081677731,5.06865245513985,0.758339850797807,0.0332599038296522
2014 Q2,1.36703269055181,3.50757629644889,2.32047863513403,1.17394997684279,1.84800585215026
2014 Q3,0.561095120135935,3.8978078017478,0.160836383686291,0.114610141951221,1.61780351180063
2014 Q4,0.583533964723948,1.67803867437462,7.87747904440073,-0.806596013709449,0.603933255522549
2015 Q1,-1.12118444044338,2.66870751801154,6.19125363372408,-0.54467969196299,0.841964337029566
2015 Q2,-1.39996600007066,1.83123814933586,-1.33522714552496,1.19838622645378,1.19008166555137
2015 Q3,0.0618089277716116,-3.61524123454213,-3.78491744821785,0.262332979794699,0.664328051216501
2015 Q4,-1.36360880047617,1.23113712866552,0.622598605166669,-0.450858529038101,0.181943289883435
2016 Q1,-0.676969737584798,-5.05095670284001,0.291651683219563,0.0646131869896927,0.491307111174599
2016 Q2,-0.358756626658696,6.15671440879,0.905967421451948,1.16553176906287,0.997756925945303
2016 Q3,0.263373747619955,4.10355427426676,-2.26204464360471,0.332129778995416,0.962327175680677
2016 Q4,-0.0454122111277933,1.0500223910384,2.98095500085163,0.222326867722966,1.03597317854209
2017 Q1,0.0648200624577377,6.25588091914713,4.37975059854585,0.787627021806969,0.994053893132296
2017 Q2,1.40952375762557,3.05038801889683,-0.895322785137509,0.542045978591155,0.819034604971414
2017 Q3,-0.346548928297086,2.84506836920038,-1.32313908028463,0.395831244822098,1.29796846862504
2017 Q4,1.41207636091449,5.36975376761637,3.37730237294398,0.369944496989927,1.73422795216496
2018 Q1,0.553472872757155,4.88031660613224,0.574422934433194,0.882215390667973,1.44414932275989
2018 Q2,1.15576008133065,-1.11635024126411,-0.608315495340594,1.02777581028679,1.23375947882387
2018 Q3,0.824108450840377,5.27683143397253,-0.271554817248276,0.326733212982155,1.05278828580353
2018 Q4,0.15043968747479,-5.43249129120422,0.0679578687384108,-0.0575112708192549,0.571174700055899
2019 Q1,-0.955356662507789,0.814686094173922,-3.80800595981414,0.334555771812717,0.921897829943674
2019 Q2,-0.579663416194887,5.75971356184368,4.14710428406995,1.19138793220381,1.34719097943012
2019 Q3,0.00400337129482509,2.5859838100259,-4.85532254169909,0.273790858375911,1.48086757186974
2019 Q4,-0.511612214496182,4.1365818644536,3.56058554542145,0.212791435774484,0.989900773386587
2020 Q1,-1.6706136886075,-0.875981194532471,-0.584696420689301,0.418550276938134,-0.941628052851762
2020 Q2,-13.6087995036707,-4.14865318476139,-26.595815872208,-0.541498879684355,-8.60867121986661
2020 Q3,8.91281492236731,12.4337271162059,2.13721402758731,1.12513195927981,8.41008185455863
2020 Q4,1.67950086313162,6.82999099229509,5.31857756424703,0.229686269178764,1.75632794981553
2021 Q1,0.284562222573026,8.39298495795173,0.541555166515373,1.06739739132591,2.62963676500121
2021 Q2,1.57820994880646,7.90338587459729,6.43567430880676,2.31283526464798,3.09446910008457
2021 Q3,0.649640653384154,5.53204750021656,-13.4923646350932,1.58829486566097,2.33937517393343
2021 Q4,1.23403162452913,4.00157570787609,-6.73065036182887,1.50635866111086,3.51191757714648
2022 Q1,0.95841509503467,-3.05018044825935,-10.1816757155896,2.25778362941815,1.75411906993475
2022 Q2,0.962567018299954,-8.36446098151864,-8.71073785257286,2.9304720436043,2.3140396229838
2022 Q3,0.343669232497934,-3.09982048391948,-3.10057010294891,1.30609546332421,1.79052278615135
2022 Q4,-0.445473371893446,-3.27844199498646,4.700604237593,0.366488883777283,1.74423728665829
2023 Q1,-0.00466972403962984,3.7724878332579,9.4072555883975,1.03948514126877,1.59592583521935
2023 Q2,0.0725182587655304,5.02189164429012,-3.62529849951487,1.18527989433854,1.05993550768719
2023 Q3,0.287835725718821,5.8201656675493,11.0324099621638,0.86269461261459,1.85450273420802
2023 Q4,-0.446783235652592,0.151745862266672,-6.89244228747201,0.104453166816221,1.17044601564942
2024 Q1,-0.444843412960338,11.1696470592598,18.8887904524882,1.03717820549241,1.14933115671541
2024 Q2,0.60508714999834,4.9640306968362,-9.25515573652458,1.14446108292912,1.36240714631501
2024 Q3,-0.147780857902102,5.50352160339056,-4.82308800385214,0.301628331304826,1.2269036009295
2024 Q4,-0.220536628662948,6.35248416127858,5.65874746294632,0.224701492821744,1.18091800570284
